iter	Passed	Remaining
1634	20195	4508
1635	20204	4495
1636	20215	4482
1637	20224	4469
1638	20233	4456
1639	20243	4443
1640	20252	4430
1641	20261	4417
1642	20271	4404
1643	20281	4391
1644	20290	4378
1645	20300	4366
1646	20311	4353
1647	20321	4340
1648	20330	4327
1649	20339	4314
1650	20349	4301
1651	20358	4288
1652	20367	4275
1653	20376	4262
1654	20385	4249
1655	20395	4236
1656	20403	4223
1657	20414	4210
1658	20422	4197
1659	20432	4184
1660	20440	4171
1661	20451	4159
1662	20461	4146
1663	20472	4133
1664	20483	4121
1665	20494	4108
1666	20503	4095
1667	20512	4082
1668	20521	4069
1669	20530	4056
1670	20540	4044
1671	20549	4031
1672	20559	4018
1673	20570	4006
1674	20580	3993
1675	20589	3980
1676	20598	3967
1677	20607	3954
1678	20619	3942
1679	20628	3929
1680	20638	3916
1681	20646	3903
1682	20655	3890
1683	20666	3878
1684	20676	3865
1685	20685	3852
1686	20693	3839
1687	20702	3826
1688	20711	3813
1689	20722	3801
1690	20731	3788
1691	20739	3775
1692	20747	3762
1693	20757	3749
1694	20764	3736
1695	20775	3723
1696	20783	3710
1697	20792	3697
1698	20799	3684
1699	20809	3672
1700	20818	3659
1701	20826	3646
1702	20835	3633
1703	20844	3620
1704	20852	3607
1705	20862	3595
1706	20870	3582
1707	20880	3569
1708	20888	3556
1709	20895	3543
1710	20905	3531
1711	20914	3518
1712	20923	3505
1713	20932	3492
1714	20940	3479
1715	20949	3467
1716	20957	3454
1717	20966	3441
1718	20976	3428
1719	20984	3416
1720	20994	3403
1721	21001	3390
1722	21010	3377
1723	21019	3365
1724	21027	3352
1725	21035	3339
1726	21045	3326
1727	21054	3314
1728	21064	3301
1729	21072	3288
1730	21079	3275
1731	21089	3263
1732	21098	3250
1733	21107	3237
1734	21117	3225
1735	21127	3212
1736	21134	3200
1737	21146	3187
1738	21154	3175
1739	21169	3163
1740	21180	3150
1741	21189	3138
1742	21197	3125
1743	21210	3113
1744	21218	3100
1745	21226	3087
1746	21235	3075
1747	21243	3062
1748	21255	3050
1749	21265	3037
1750	21275	3025
1751	21286	3013
1752	21296	3000
1753	21305	2988
1754	21316	2975
1755	21326	2963
1756	21337	2951
1757	21348	2938
1758	21358	2926
1759	21365	2913
1760	21375	2901
1761	21385	2888
1762	21396	2876
1763	21405	2863
1764	21415	2851
1765	21427	2839
1766	21437	2826
1767	21447	2814
1768	21456	2801
1769	21467	2789
1770	21478	2777
1771	21485	2764
1772	21494	2751
1773	21501	2739
1774	21510	2726
1775	21520	2714
1776	21531	2702
1777	21541	2689
1778	21550	2677
1779	21560	2664
1780	21569	2652
1781	21578	2639
1782	21587	2627
1783	21595	2614
1784	21604	2602
1785	21614	2589
1786	21622	2577
1787	21633	2565
1788	21642	2552
1789	21651	2540
1790	21661	2527
1791	21671	2515
1792	21681	2503
1793	21690	2490
1794	21701	2478
1795	21710	2466
1796	21720	2453
1797	21733	2441
1798	21743	2429
1799	21757	2417
1800	21768	2405
1801	21777	2392
1802	21788	2380
1803	21797	2368
1804	21805	2355
1805	21814	2343
1806	21825	2331
1807	21834	2318
1808	21842	2306
1809	21850	2293
1810	21861	2281
1811	21870	2269
1812	21878	2256
1813	21887	2244
1814	21897	2232
1815	21906	2219
1816	21915	2207
1817	21923	2194
1818	21932	2182
1819	21941	2170
1820	21952	2157
1821	21963	2145
1822	21972	2133
1823	21980	2120
1824	21990	2108
1825	22000	2096
1826	22009	2084
1827	22022	2072
1828	22032	2059
1829	22043	2047
1830	22053	2035
1831	22063	2023
1832	22073	2011
1833	22083	1998
1834	22092	1986
1835	22101	1974
1836	22111	1961
1837	22119	1949
1838	22129	1937
1839	22138	1925
1840	22148	1912
1841	22158	1900
1842	22168	1888
1843	22179	1876
1844	22187	1864
1845	22198	1851
1846	22207	1839
1847	22216	1827
1848	22224	1815
1849	22235	1802
1850	22245	1790
1851	22255	1778
1852	22264	1766
1853	22275	1754
1854	22283	1741
1855	22293	1729
1856	22303	1717
1857	22313	1705
1858	22323	1693
1859	22332	1680
1860	22342	1668
1861	22351	1656
1862	22362	1644
1863	22369	1632
1864	22379	1619
1865	22389	1607
1866	22398	1595
1867	22408	1583
1868	22417	1571
1869	22426	1559
1870	22437	1547
1871	22448	1534
1872	22457	1522
1873	22465	1510
1874	22476	1498
1875	22486	1486
1876	22495	1474
1877	22506	1462
1878	22515	1449
1879	22524	1437
1880	22533	1425
1881	22541	1413
1882	22551	1401
1883	22561	1389
1884	22570	1377
1885	22581	1364
1886	22590	1352
1887	22599	1340
1888	22610	1328
1889	22620	1316
1890	22628	1304
1891	22637	1292
1892	22650	1280
1893	22660	1268
1894	22669	1256
1895	22681	1244
1896	22689	1231
1897	22700	1219
1898	22709	1207
1899	22719	1195
1900	22729	1183
1901	22738	1171
1902	22747	1159
1903	22757	1147
1904	22766	1135
1905	22775	1123
1906	22785	1111
1907	22794	1099
1908	22804	1087
1909	22813	1074
1910	22821	1062
1911	22830	1050
1912	22838	1038
1913	22847	1026
1914	22857	1014
1915	22867	1002
1916	22876	990
1917	22884	978
1918	22893	966
1919	22902	954
1920	22913	942
1921	22921	930
1922	22930	918
1923	22940	906
1924	22948	894
1925	22958	882
1926	22966	870
1927	22975	858
1928	22984	845
1929	22993	833
1930	23004	822
1931	23012	809
1932	23023	798
1933	23033	786
1934	23042	774
1935	23050	762
1936	23060	750
1937	23069	738
1938	23079	726
1939	23089	714
1940	23097	702
1941	23107	690
1942	23116	678
1943	23126	666
1944	23134	654
1945	23142	642
1946	23152	630
1947	23163	618
1948	23172	606
1949	23182	594
1950	23191	582
1951	23200	570
1952	23209	558
1953	23218	546
1954	23227	534
1955	23237	522
1956	23253	510
1957	23262	498
1958	23271	487
1959	23281	475
1960	23291	463
1961	23300	451
1962	23308	439
1963	23318	427
1964	23327	415
1965	23335	403
1966	23346	391
1967	23357	379
1968	23365	367
1969	23374	355
1970	23383	344
1971	23392	332
1972	23400	320
1973	23410	308
1974	23419	296
1975	23428	284
1976	23436	272
1977	23448	260
1978	23457	248
1979	23466	237
1980	23475	225
1981	23486	213
1982	23495	201
1983	23503	189
1984	23514	177
1985	23523	165
1986	23534	153
1987	23543	142
1988	23553	130
1989	23562	118
1990	23569	106
1991	23577	94
1992	23588	82
1993	23596	71
1994	23605	59
1995	23614	47
1996	23622	35
1997	23631	23
1998	23642	11
1999	23653	0
